8.000E+01	2.131E-01	0.000E+00	e
2.460E+02	4.244E-01	0.000E+00	e
4.925E+02	6.357E-01	0.000E+00	e
8.105E+02	8.469E-01	0.000E+00	e
1.188E+03	1.058E+00	0.000E+00	e

1.035E+02	2.128E-01	1.415E+00	d
3.157E+02	4.237E-01	1.415E+00	d
6.248E+02	6.347E-01	1.415E+00	d
1.035E+03	8.456E-01	1.415E+00	d
1.529E+03	1.056E+00	1.415E+00	d

1.290E+02	2.127E-01	2.829E+00	c
3.551E+02	4.229E-01	2.829E+00	c
7.126E+02	6.344E-01	2.829E+00	c
1.185E+03	8.453E-01	2.829E+00	c
1.761E+03	1.056E+00	2.829E+00	c

1.479E+02	2.129E-01	4.244E+00	b
4.345E+02	4.239E-01	4.244E+00	b
8.981E+02	6.350E-01	4.244E+00	b
1.510E+03	8.460E-01	4.244E+00	b
2.227E+03	1.057E+00	4.244E+00	b

1.858E+02	2.101E-01	5.659E+00	a
5.176E+02	4.183E-01	5.659E+00	a
1.187E+03	6.265E-01	5.659E+00	a
1.979E+03	8.347E-01	5.659E+00	a
3.056E+03	1.043E+00	5.659E+00	a
