Al2O3_0.85_30	d	6.625E+02	5.852E+02	6.316E+02	-1.000E+00	5.894E+02
Al2O3_0.85_30	d	1.294E+03	1.093E+03	1.144E+03	-1.000E+00	1.066E+03
Al2O3_0.85_30	d	2.096E+03	1.720E+03	1.794E+03	-1.000E+00	1.669E+03
Al2O3_0.85_30	d	3.063E+03	2.463E+03	2.580E+03	-1.000E+00	2.396E+03
Al2O3_0.75_10	a	1.624E+02	1.408E+02	1.068E+02	-1.000E+00	9.964E+01
Al2O3_0.75_10	a	6.193E+02	4.277E+02	3.091E+02	-1.000E+00	2.870E+02
Al2O3_0.75_10	a	1.053E+03	8.567E+02	6.092E+02	-1.000E+00	5.638E+02
Al2O3_0.75_10	a	1.766E+03	1.408E+03	1.007E+03	-1.000E+00	9.295E+02
Al2O3_0.75_10	a	2.769E+03	2.075E+03	1.502E+03	-1.000E+00	1.383E+03
Al2O3_0.75_10	a	4.033E+02	1.436E+02	1.141E+02	-1.000E+00	1.066E+02
Al2O3_0.75_10	a	9.815E+02	4.304E+02	3.243E+02	-1.000E+00	3.020E+02
Al2O3_0.75_10	a	1.734E+03	8.573E+02	6.364E+02	-1.000E+00	5.909E+02
Al2O3_0.75_10	a	2.594E+03	1.405E+03	1.048E+03	-1.000E+00	9.702E+02
Al2O3_0.75_10	a	3.524E+03	2.065E+03	1.558E+03	-1.000E+00	1.440E+03
Al2O3_0.75_10	a	7.081E+02	1.483E+02	1.184E+02	-1.000E+00	1.106E+02
Al2O3_0.75_10	a	1.417E+03	4.394E+02	3.333E+02	-1.000E+00	3.109E+02
Al2O3_0.75_10	a	2.356E+03	8.707E+02	6.486E+02	-1.000E+00	6.035E+02
Al2O3_0.75_10	a	3.459E+03	1.422E+03	1.064E+03	-1.000E+00	9.879E+02
Al2O3_0.75_10	a	5.047E+03	2.088E+03	1.579E+03	-1.000E+00	1.463E+03
Al2O3_0.75_10	a	9.834E+02	1.525E+02	1.224E+02	-1.000E+00	1.142E+02
Al2O3_0.75_10	a	1.851E+03	4.474E+02	3.408E+02	-1.000E+00	3.182E+02
Al2O3_0.75_10	a	3.072E+03	8.824E+02	6.599E+02	-1.000E+00	6.150E+02
Al2O3_0.75_10	a	4.071E+03	1.438E+03	1.080E+03	-1.000E+00	1.004E+03
Al2O3_0.75_10	a	5.400E+03	2.106E+03	1.599E+03	-1.000E+00	1.484E+03
SiSiC_0.88_10	e	2.500E+01	3.272E+01	3.170E+01	3.746E+01	3.088E+01
SiSiC_0.88_10	e	6.967E+01	7.531E+01	9.586E+01	8.944E+01	9.299E+01
SiSiC_0.88_10	e	1.391E+02	1.493E+02	1.930E+02	1.812E+02	1.866E+02
SiSiC_0.88_10	e	2.268E+02	2.445E+02	3.231E+02	3.004E+02	3.116E+02
SiSiC_0.88_10	e	3.400E+02	3.574E+02	4.858E+02	4.426E+02	4.677E+02
SiSiC_0.88_10	e	2.900E+01	3.415E+01	3.340E+01	4.154E+01	3.257E+01
SiSiC_0.88_10	e	8.008E+01	7.750E+01	9.902E+01	9.909E+01	9.635E+01
SiSiC_0.88_10	e	1.587E+02	1.525E+02	1.984E+02	2.009E+02	1.925E+02
SiSiC_0.88_10	e	2.631E+02	2.485E+02	3.307E+02	3.330E+02	3.202E+02
SiSiC_0.88_10	e	3.903E+02	3.622E+02	4.958E+02	4.907E+02	4.791E+02
SiSiC_0.88_10	e	2.692E+01	3.570E+01	3.457E+01	4.657E+01	3.367E+01
SiSiC_0.88_10	e	8.025E+01	8.032E+01	1.013E+02	1.114E+02	9.871E+01
SiSiC_0.88_10	e	1.708E+02	1.568E+02	2.011E+02	2.256E+02	1.956E+02
SiSiC_0.88_10	e	2.913E+02	2.548E+02	3.340E+02	3.743E+02	3.241E+02
SiSiC_0.88_10	e	4.483E+02	3.702E+02	4.996E+02	5.512E+02	4.840E+02
SiSiC_0.88_10	e	2.992E+01	3.675E+01	3.590E+01	5.191E+01	3.492E+01
SiSiC_0.88_10	e	9.242E+01	8.199E+01	1.040E+02	1.242E+02	1.014E+02
SiSiC_0.88_10	e	1.943E+02	1.591E+02	2.054E+02	2.515E+02	2.000E+02
SiSiC_0.88_10	e	3.391E+02	2.576E+02	3.400E+02	4.172E+02	3.304E+02
SiSiC_0.88_10	e	5.123E+02	3.737E+02	5.091E+02	6.146E+02	4.940E+02
Silikat_0.91_10	f	3.217E+01	3.929E+01	5.538E+01	4.161E+01	5.313E+01
Silikat_0.91_10	f	9.017E+01	1.078E+02	1.577E+02	1.201E+02	1.507E+02
Silikat_0.91_10	f	1.780E+02	2.122E+02	3.084E+02	2.424E+02	2.938E+02
Silikat_0.91_10	f	2.948E+02	3.433E+02	5.073E+02	3.974E+02	4.820E+02
Silikat_0.91_10	f	4.384E+02	5.007E+02	7.541E+02	5.847E+02	7.152E+02
Silikat_0.91_10	f	2.817E+01	4.212E+01	5.753E+01	4.908E+01	5.525E+01
Silikat_0.91_10	f	9.075E+01	1.132E+02	1.607E+02	1.416E+02	1.541E+02
Silikat_0.91_10	f	1.834E+02	2.212E+02	3.127E+02	2.860E+02	2.990E+02
Silikat_0.91_10	f	3.052E+02	3.556E+02	5.120E+02	4.685E+02	4.886E+02
Silikat_0.91_10	f	4.582E+02	5.170E+02	7.589E+02	6.896E+02	7.228E+02
Silikat_0.91_10	f	3.158E+01	4.358E+01	6.002E+01	5.714E+01	5.760E+01
Silikat_0.91_10	f	1.043E+02	1.158E+02	1.660E+02	1.652E+02	1.594E+02
Silikat_0.91_10	f	2.103E+02	2.248E+02	3.203E+02	3.337E+02	3.069E+02
Silikat_0.91_10	f	3.493E+02	3.602E+02	5.227E+02	5.468E+02	4.998E+02
Silikat_0.91_10	f	5.167E+02	5.222E+02	7.730E+02	8.045E+02	7.378E+02
Silikat_0.91_10	f	5.750E+01	4.498E+01	6.227E+01	6.713E+01	5.968E+01
Silikat_0.91_10	f	1.554E+02	1.181E+02	1.704E+02	1.938E+02	1.637E+02
Silikat_0.91_10	f	2.964E+02	2.279E+02	3.272E+02	3.916E+02	3.138E+02
Silikat_0.91_10	f	4.671E+02	3.640E+02	5.324E+02	6.415E+02	5.097E+02
Silikat_0.91_10	f	6.797E+02	5.266E+02	7.857E+02	9.440E+02	7.510E+02
