Al2O3_0.85_30	d	6.625E+02	2.937E+03	3.191E+03	-1.000E+00	1.506E+03
Al2O3_0.85_30	d	1.294E+03	5.813E+03	6.118E+03	-1.000E+00	2.936E+03
Al2O3_0.85_30	d	2.096E+03	9.788E+03	1.031E+04	-1.000E+00	4.760E+03
Al2O3_0.85_30	d	3.063E+03	1.602E+04	1.738E+04	-1.000E+00	7.011E+03
Al2O3_0.75_10	a	1.624E+02	1.540E+02	1.148E+02	-1.000E+00	1.340E+02
Al2O3_0.75_10	a	6.193E+02	4.881E+02	3.477E+02	-1.000E+00	4.246E+02
Al2O3_0.75_10	a	1.053E+03	9.958E+02	6.993E+02	-1.000E+00	8.662E+02
Al2O3_0.75_10	a	1.766E+03	1.654E+03	1.170E+03	-1.000E+00	1.438E+03
Al2O3_0.75_10	a	2.769E+03	2.454E+03	1.758E+03	-1.000E+00	2.134E+03
Al2O3_0.75_10	a	4.033E+02	1.982E+02	1.550E+02	-1.000E+00	1.591E+02
Al2O3_0.75_10	a	9.815E+02	6.279E+02	4.674E+02	-1.000E+00	5.041E+02
Al2O3_0.75_10	a	1.734E+03	1.281E+03	9.418E+02	-1.000E+00	1.028E+03
Al2O3_0.75_10	a	2.594E+03	2.129E+03	1.575E+03	-1.000E+00	1.708E+03
Al2O3_0.75_10	a	3.524E+03	3.161E+03	2.368E+03	-1.000E+00	2.535E+03
Al2O3_0.75_10	a	7.081E+02	2.533E+02	1.984E+02	-1.000E+00	1.890E+02
Al2O3_0.75_10	a	1.417E+03	8.026E+02	6.000E+02	-1.000E+00	5.987E+02
Al2O3_0.75_10	a	2.356E+03	1.638E+03	1.206E+03	-1.000E+00	1.222E+03
Al2O3_0.75_10	a	3.459E+03	2.724E+03	2.017E+03	-1.000E+00	2.030E+03
Al2O3_0.75_10	a	5.047E+03	4.051E+03	3.035E+03	-1.000E+00	3.013E+03
Al2O3_0.75_10	a	9.834E+02	3.173E+02	2.492E+02	-1.000E+00	2.211E+02
Al2O3_0.75_10	a	1.851E+03	1.006E+03	7.537E+02	-1.000E+00	7.006E+02
Al2O3_0.75_10	a	3.072E+03	2.054E+03	1.515E+03	-1.000E+00	1.430E+03
Al2O3_0.75_10	a	4.071E+03	3.421E+03	2.537E+03	-1.000E+00	2.376E+03
Al2O3_0.75_10	a	5.400E+03	5.101E+03	3.823E+03	-1.000E+00	3.531E+03
SiSiC_0.88_10	e	2.500E+01	3.413E+01	3.302E+01	3.746E+01	3.139E+01
SiSiC_0.88_10	e	6.967E+01	8.150E+01	1.046E+02	8.943E+01	7.496E+01
SiSiC_0.88_10	e	1.391E+02	1.651E+02	2.149E+02	1.812E+02	1.518E+02
SiSiC_0.88_10	e	2.268E+02	2.738E+02	3.639E+02	3.004E+02	2.518E+02
SiSiC_0.88_10	e	3.400E+02	4.033E+02	5.514E+02	4.426E+02	3.710E+02
SiSiC_0.88_10	e	2.900E+01	4.115E+01	4.020E+01	4.129E+01	3.601E+01
SiSiC_0.88_10	e	8.008E+01	9.826E+01	1.270E+02	9.859E+01	8.599E+01
SiSiC_0.88_10	e	1.587E+02	1.990E+02	2.615E+02	1.997E+02	1.742E+02
SiSiC_0.88_10	e	2.631E+02	3.301E+02	4.428E+02	3.312E+02	2.888E+02
SiSiC_0.88_10	e	3.903E+02	4.863E+02	6.709E+02	4.879E+02	4.255E+02
SiSiC_0.88_10	e	2.692E+01	4.892E+01	4.715E+01	4.602E+01	4.096E+01
SiSiC_0.88_10	e	8.025E+01	1.168E+02	1.494E+02	1.099E+02	9.780E+01
SiSiC_0.88_10	e	1.708E+02	2.366E+02	3.069E+02	2.226E+02	1.981E+02
SiSiC_0.88_10	e	2.913E+02	3.924E+02	5.197E+02	3.691E+02	3.285E+02
SiSiC_0.88_10	e	4.483E+02	5.781E+02	7.874E+02	5.438E+02	4.840E+02
SiSiC_0.88_10	e	2.992E+01	5.614E+01	5.461E+01	5.080E+01	4.524E+01
SiSiC_0.88_10	e	9.242E+01	1.340E+02	1.729E+02	1.213E+02	1.080E+02
SiSiC_0.88_10	e	1.943E+02	2.715E+02	3.552E+02	2.457E+02	2.188E+02
SiSiC_0.88_10	e	3.391E+02	4.503E+02	6.015E+02	4.074E+02	3.628E+02
SiSiC_0.88_10	e	5.123E+02	6.634E+02	9.144E+02	6.002E+02	5.346E+02
Silikat_0.91_10	f	3.217E+01	4.166E+01	6.001E+01	3.973E+01	3.712E+01
Silikat_0.91_10	f	9.017E+01	1.204E+02	1.789E+02	1.149E+02	1.073E+02
Silikat_0.91_10	f	1.780E+02	2.432E+02	3.570E+02	2.319E+02	2.166E+02
Silikat_0.91_10	f	2.948E+02	3.984E+02	5.942E+02	3.800E+02	3.550E+02
Silikat_0.91_10	f	4.384E+02	5.863E+02	8.903E+02	5.591E+02	5.223E+02
Silikat_0.91_10	f	2.817E+01	5.470E+01	7.679E+01	4.586E+01	4.524E+01
Silikat_0.91_10	f	9.075E+01	1.581E+02	2.286E+02	1.326E+02	1.308E+02
Silikat_0.91_10	f	1.834E+02	3.192E+02	4.578E+02	2.677E+02	2.640E+02
Silikat_0.91_10	f	3.052E+02	5.231E+02	7.623E+02	4.386E+02	4.327E+02
Silikat_0.91_10	f	4.582E+02	7.699E+02	1.143E+03	6.454E+02	6.367E+02
Silikat_0.91_10	f	3.158E+01	6.713E+01	9.538E+01	5.219E+01	5.225E+01
Silikat_0.91_10	f	1.043E+02	1.941E+02	2.846E+02	1.509E+02	1.510E+02
Silikat_0.91_10	f	2.103E+02	3.918E+02	5.681E+02	3.046E+02	3.049E+02
Silikat_0.91_10	f	3.493E+02	6.420E+02	9.459E+02	4.991E+02	4.997E+02
Silikat_0.91_10	f	5.167E+02	9.449E+02	1.418E+03	7.345E+02	7.353E+02
Silikat_0.91_10	f	5.750E+01	8.061E+01	1.158E+02	5.955E+01	5.938E+01
Silikat_0.91_10	f	1.554E+02	2.331E+02	3.454E+02	1.722E+02	1.717E+02
Silikat_0.91_10	f	2.964E+02	4.705E+02	6.893E+02	3.475E+02	3.466E+02
Silikat_0.91_10	f	4.671E+02	7.711E+02	1.148E+03	5.695E+02	5.680E+02
Silikat_0.91_10	f	6.797E+02	1.135E+03	1.721E+03	8.380E+02	8.358E+02
