1.355E+02	2.096E-01	0.000E+00	e
3.610E+02	4.173E-01	0.000E+00	e
6.915E+02	6.251E-01	0.000E+00	e
1.110E+03	8.328E-01	0.000E+00	e
1.612E+03	1.040E+00	0.000E+00	e

1.555E+02	2.097E-01	1.415E+00	d
4.391E+02	4.175E-01	1.415E+00	d
8.403E+02	6.253E-01	1.415E+00	d
1.312E+03	8.331E-01	1.415E+00	d
1.995E+03	1.041E+00	1.415E+00	d

1.663E+02	2.146E-01	2.829E+00	c
4.855E+02	4.267E-01	2.829E+00	c
9.391E+02	6.401E-01	2.829E+00	c
1.520E+03	8.528E-01	2.829E+00	c
2.210E+03	1.065E+00	2.829E+00	c

1.832E+02	2.148E-01	4.244E+00	b
5.458E+02	4.276E-01	4.244E+00	b
1.080E+03	6.405E-01	4.244E+00	b
1.746E+03	8.534E-01	4.244E+00	b
2.551E+03	1.066E+00	4.244E+00	b

2.105E+02	2.148E-01	5.659E+00	a
6.625E+02	4.276E-01	5.659E+00	a
1.294E+03	6.405E-01	5.659E+00	a
2.096E+03	8.534E-01	5.659E+00	a
3.063E+03	1.066E+00	5.659E+00	a
