9.500E+01	2.102E-01	0.000E+00	e
3.010E+02	4.185E-01	0.000E+00	e
6.140E+02	6.269E-01	0.000E+00	e
1.020E+03	8.352E-01	0.000E+00	e
1.512E+03	1.043E+00	0.000E+00	e

1.624E+02	2.086E-01	1.415E+00	d
6.193E+02	4.154E-01	1.415E+00	d
1.053E+03	6.222E-01	1.415E+00	d
1.766E+03	8.291E-01	1.415E+00	d
2.769E+03	1.036E+00	1.415E+00	d

4.033E+02	2.101E-01	2.829E+00	c
9.815E+02	4.177E-01	2.829E+00	c
1.734E+03	6.266E-01	2.829E+00	c
2.594E+03	8.349E-01	2.829E+00	c
3.524E+03	1.043E+00	2.829E+00	c

7.081E+02	2.101E-01	4.244E+00	b
1.417E+03	4.184E-01	4.244E+00	b
2.356E+03	6.266E-01	4.244E+00	b
3.459E+03	8.349E-01	4.244E+00	b
5.047E+03	1.043E+00	4.244E+00	b

9.834E+02	2.103E-01	5.659E+00	a
1.851E+03	4.187E-01	5.659E+00	a
3.072E+03	6.272E-01	5.659E+00	a
4.071E+03	8.356E-01	5.659E+00	a
5.400E+03	1.044E+00	5.659E+00	a
